record_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,4.519131457254004,-0.3849753257779752,0.8362656259464754,-0.44590372027225267,0.9117574405816243,-0.5303145358603215,1.222638957459214,-0.3263192032388421,-1.5657342220985406,0.1268462681075055
1,-1.104641111290146,2.350608650972633,0.7613763195628025,-0.7448201581908364,0.348764105529279,-1.3331392326111238,0.18455067087908103,0.8094500421565352,-0.22512238264287596,-0.4630832698966092
2,2.7426965998183928,-0.37013752338205513,1.1787487202875098,-0.6024538380409249,-0.009279445124132127,-1.4049942826813002,1.2238035812856056,-1.2047231484789476,-0.346012412733928,-0.22054114873450387
3,-1.101554454857365,0.9263398252330086,1.3125091036439778,-0.7784287796755298,0.3306787844000872,-1.348653298005695,0.4296303944899643,0.44328927996956424,-0.0021686777176036795,-0.1367559188573491
4,-0.3308490676399428,0.701326726192346,1.4252671576280287,-0.4722391742171457,-1.0891435743037372,1.0023855149040115,0.3144853096992676,0.09649249965305005,0.01795072234748488,-0.13820554748840308
5,0.177028059273927,1.2098787556280655,1.1798662283352703,-0.5685039835742443,-1.1937071253718567,1.0293064902829685,0.4975446688571151,0.45225149862738795,0.09492760932569165,0.41406210312443903
6,5.93572555373905,1.6194828768427139,0.6014363947171916,-0.7100842365420463,-0.22173665110021204,1.1512167955306107,-0.9500458569027892,1.1937915950456388,4.1765530218366544,-0.031141569159756775
7,3.771671804788764,-0.6954772938513333,1.179894301824276,-0.3913951100950005,0.23225314937461336,1.3677686325749985,0.5213076490627867,-0.37496541216449125,1.5952314930093148,-1.14439546955274
8,-0.3699869810325334,0.6139963845569159,1.376475224643939,-0.35753726199561664,-0.06580769877667854,1.3371027305458645,0.8810108094054998,0.14979331808994525,-0.059941320203072565,-0.19992632354154832
9,-0.04629614819451454,0.09542249415159404,1.4041960093736825,-0.5303596175168624,-1.1755011170408718,0.9964254393481131,0.5046727563269143,-0.12105828505596072,-0.06583084833555046,-0.34374129322912406
10,0.3696209386118548,1.7441885699458053,1.0442537677904218,-0.3378937826995538,-0.09143474760605562,1.3604272611488335,0.8541861481986872,0.33954493078977,-0.058855231256354106,0.2909429367568291
11,0.5254074901460813,1.2746302500692341,1.2463462433676151,-0.6096475807907659,0.6790932380797619,0.7322883321583499,1.5723992020559112,1.107948234260035,0.10830499205871123,1.3662323700590464
12,0.6702796557533705,0.035832248759823875,1.4460884906632232,-0.8146779131331859,0.6924004608890758,-0.5024423894613301,1.7778825167150183,0.6398763239380636,-0.09449870843078804,0.8204353849951019
13,0.20014909085119476,1.0959931080653766,1.1670652793422431,-0.6358821018769385,0.8951051885121379,-0.5315438148264889,1.348274164180301,0.5206279493590026,-0.06777203652329301,0.5432485765327816
14,0.5951964349781221,-0.42584598514857497,1.4087166638341821,-1.032186125409946,-1.865531303281709,-0.018817841891151522,0.6450318178644673,0.7028570203435985,-0.3250934982513758,0.04149214558823039
15,3.2521206907401363,-0.1790530082293403,1.1157323118275506,-0.39262417543159667,0.953610932211712,-0.5528468671809865,1.3661782412201577,-1.1867768974849369,-0.1392109358915708,-0.13504396288337958
16,1.9400365457435513,-0.6241810193850074,1.2202841393723596,0.09803646279460597,-1.2162759492565542,-1.3622889241241931,0.6996061047156306,-1.2905168818268704,-0.6055814707459006,-1.2036458864699424
17,2.532958318177822,-0.7867055190557234,1.1132647080804288,0.4044123994119414,0.8126511439930103,0.5680862912093287,0.9265572626058649,0.22155308519597944,-1.7403163063198979,-0.7759379736261743
18,2.349204414805256,-0.5858993558546643,1.2035541204967806,0.10525813760534526,-1.136536184850996,-1.3480334842469057,0.6398892721330826,-1.3349061078525402,-0.3721782164191913,-1.0035973510239928
19,-0.47124278907461364,1.4358095241823636,1.0981080999723614,0.04195000849751856,-1.4969148831888723,-0.232864794009035,-0.07103825829257462,0.36632461555385776,0.07897408188881584,-0.30671392918813667
20,0.7719594429638431,-0.5170129734969084,1.4985608481825083,-0.05806696306125381,-1.5349209301900317,0.9646554878754661,0.9437092807206195,0.5734831084852896,-0.23482420499614257,-0.00753706817016942
21,1.1625437147900746,-0.5768747542809193,1.6126366710321416,-0.10613871229775232,-1.4272937528296832,1.0187646978144547,0.7867789117704234,0.7123456061345674,0.06148876595974494,0.4954147751890328
22,-0.6119522142392082,1.2286294751664066,1.4432979144518634,0.17944924293585093,-0.11468750411392178,1.3120204125548636,0.7623079774603089,1.2240360056525097,0.27453094993785854,0.7598022405675042
