record_id,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,publication_year,publication_month_sin,publication_month_cos,publication_weekday_number_sin,publication_weekday_number_cos,publication_hour_sin,publication_hour_cos,status_type_link,status_type_photo,status_type_status,status_type_video
0,1.7197410503222312,2.313934236917899,1.188102306848315,2.392020557364611,1.613823893145746,0.8620307285490026,1.7114683612827288,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,-1.1003801362073344,0.8675710165808801,1.0731276212323027,-0.2882612690268964,0.0,0.0,0.0,1.0
1,-0.9514461586927968,-0.6415974929987619,0.5651079872379933,-0.6366067614636503,-0.47446008280829965,-0.38074632752462034,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,-1.3734775943991737,-0.3289287748872927,-1.7100148975057698,1.0603362355009995,0.0,1.0,0.0,0.0
2,1.389189523050109,1.5121060991645028,0.7459107925465858,1.4287898463858117,0.5696819051687232,0.8620307285490026,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,-1.3734775943991737,-0.3289287748872927,1.0673361135853559,-0.3938049853253034,0.0,0.0,0.0,1.0
3,-0.9514461586927968,-0.6415974929987619,0.3884147886928602,-0.6366067614636503,-0.47446008280829965,-0.38074632752462034,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,-1.3734775943991737,-0.3289287748872927,0.24181970806403855,0.8453876463263115,0.0,1.0,0.0,0.0
4,-0.9514461586927968,-0.6415974929987619,0.7459107925465858,0.9019523208251333,-0.47446008280829965,-0.38074632752462034,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,1.3842153896893183,-0.3289287748872924,0.5921359837815933,0.6176276385406726,0.0,1.0,0.0,0.0
5,-0.11848774002423303,-0.6415974929987619,0.7657671546906976,0.5606249122084778,0.5696819051687232,-0.38074632752462034,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,1.3842153896893183,-0.3289287748872924,0.12944214793225797,0.8993409665262059,0.0,1.0,0.0,0.0
6,1.7973674656545149,1.6341093415588281,1.168665521658259,2.211663584621019,3.1376777247462178,1.589008703108706,-0.268881156065941,5.43597676072615,0.8326508760228389,1.341493356565624,-0.10270634392341711,1.3842153896893183,-0.3289287748872924,-0.8128648692581749,1.1281154038825687,0.0,0.0,0.0,1.0
7,1.667441753380184,1.4742034794205798,0.888735319415764,1.6997166523175973,0.5696819051687232,0.8620307285490026,-0.268881156065941,2.6030363736641555,0.8326508760228389,1.341493356565624,-0.10270634392341711,1.1111179314974788,0.8675710165808804,0.8679581494589721,-0.9013859048823399,0.0,0.0,0.0,1.0
8,-0.6547403834009213,-0.6415974929987619,0.7283437472780224,0.5606249122084778,-0.47446008280829965,-0.38074632752462034,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,1.1111179314974788,0.8675710165808804,0.6545394233917832,0.5638597461291766,0.0,1.0,0.0,0.0
9,0.034189092164620696,-0.2739446115785888,0.6281988951717744,0.28969810627669246,-0.47446008280829965,-0.38074632752462034,-0.268881156065941,-0.22990401339783828,0.8326508760228389,1.341493356565624,-0.10270634392341711,1.3842153896893183,-0.3289287748872924,0.9837667743249289,0.12218165164256826,0.0,1.0,0.0,0.0
